dataset_name	hyperparameter_setting	n_hidden_layer	n_feature	n_hidden_module	n_hidden_neuron	n_training	n_testing	training_total_loss	training_root_loss	training_auxiliary_loss	training_auc	training_auc_ci	training_bac	training_bac_ci	training_f1	training_f1_ci	testing_total_loss	testing_root_loss	testing_auxiliary_loss	testing_auc	testing_auc_ci	testing_bac	testing_bac_ci	testing_f1	testing_f1_ci
binding_tox21-pxr-p1_200	rt_33_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	12	200	155,67,34,17,7,5,2,1,1,1,1,1	768,512,339,186,77,73,26,10,14,17,18,20	419	105	4.3685	0.5786	7.57979	0.77018	0.03876	0.60717	0.03087	0.37569	0.07371	4.37056	0.59331	7.55449	0.73239	0.08395	0.58886	0.05893	0.32558	0.15173
binding_tox21-pxr-p1_200	rt_34_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	12	200	186,76,41,19,12,11,6,2,2,2,1,1	982,600,410,211,119,131,66,21,31,37,18,20	419	105	4.34994	0.56323	7.57342	0.7274	0.03821	0.59656	0.02912	0.36842	0.06516	4.33711	0.57245	7.52931	0.73509	0.08593	0.60418	0.06577	0.38298	0.15092
binding_tox21-pxr-p1_200	rt_41_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	12	200	200,84,43,20,13,12,7,2,2,2,1,1	1062,669,432,225,136,149,84,21,31,37,18,20	419	105	4.36093	0.57216	7.57753	0.72674	0.03784	0.57107	0.02619	0.29379	0.06646	4.36882	0.59173	7.55418	0.74171	0.0838	0.58181	0.05535	0.31818	0.13889
binding_tox21-pxr-p1_300	rt_11_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	300	18,9,3,1,1,1,1	119,87,35,15,19,20,20	419	105	2.71917	0.57702	4.28429	0.6353	0.03506	0.61442	0.03102	0.39344	0.07336	2.75318	0.59328	4.31979	0.58119	0.07402	0.58181	0.06056	0.31818	0.15079
binding_tox21-pxr-p1_300	rt_12_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	10	300	61,22,11,3,7,7,5,1,1,1	408,192,119,39,73,76,58,12,18,20	419	105	3.79978	0.62924	6.34108	0.58243	0.02671	0.5	0	0	0	3.79877	0.6341	6.32934	0.46955	0.06826	0.5	0	0	0
binding_tox21-pxr-p1_300	rt_13_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	6	300	84,28,12,6,2,1	367,211,124,66,30,20	419	105	2.44374	0.57992	3.72764	0.70534	0.03814	0.58213	0.02979	0.33862	0.06655	2.42763	0.57936	3.69653	0.71748	0.0893	0.58948	0.05779	0.34783	0.13333
binding_tox21-pxr-p1_300	rt_14_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	12	300	101,49,22,11,5,3,1,1,1,1,1,1	520,349,216,122,45,36,8,10,14,17,18,20	419	105	4.22815	0.52714	7.40202	0.68491	0.03544	0.66877	0.03133	0.51515	0.06566	4.37445	0.60976	7.52938	0.6338	0.08627	0.61951	0.07218	0.43137	0.14332
binding_tox21-pxr-p1_300	rt_21_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	10	300	79,31,14,4,8,8,6,1,1,1	519,274,152,53,91,94,77,12,18,20	419	105	3.75783	0.58315	6.34936	0.69815	0.03484	0.60717	0.03035	0.37569	0.07269	3.75744	0.59463	6.32562	0.57001	0.0946	0.58181	0.06056	0.31818	0.15079
binding_tox21-pxr-p1_300	rt_22_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	300	102,37,15,7,3,2,1	480,294,157,80,48,39,19	419	105	2.75983	0.57229	4.37509	0.75388	0.03882	0.57634	0.02726	0.2924	0.07465	2.75792	0.57503	4.36578	0.75766	0.08553	0.55944	0.05059	0.2439	0.14015
binding_tox21-pxr-p1_300	rt_23_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	12	300	119,58,25,12,6,4,2,1,1,1,1,1	629,427,247,136,62,54,26,10,14,17,18,20	419	105	4.36407	0.57896	7.57023	0.68205	0.04064	0.61626	0.03174	0.4	0.07536	4.36662	0.59474	7.54377	0.61495	0.08705	0.58181	0.06056	0.31818	0.15079
binding_tox21-pxr-p1_300	rt_24_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	10	300	145,50,23,9,9,8,5,1,1,1	771,401,241,104,102,96,58,12,18,20	419	105	3.75349	0.59181	6.32336	0.70322	0.03937	0.52536	0.01389	0.09655	0.05043	3.7728	0.61579	6.31401	0.71375	0.08824	0.51471	0.01389	0.05714	0.05263
binding_tox21-pxr-p1_300	rt_25_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	12	300	156,69,32,14,12,10,6,2,2,2,1,1	881,526,319,161,117,112,66,21,31,37,18,20	419	105	4.38748	0.60187	7.57121	0.67069	0.03738	0.55632	0.02173	0.2236	0.06604	4.37475	0.60742	7.53467	0.56214	0.0979	0.56649	0.05023	0.25	0.14171
binding_tox21-pxr-p1_300	rt_26_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	12	300	184,77,34,17,7,4,1,1,1,1,1,1	870,552,335,185,73,55,8,10,14,17,18,20	419	105	4.34487	0.5625	7.56474	0.73059	0.03845	0.61461	0.02929	0.40625	0.06473	4.33281	0.57796	7.5097	0.74689	0.08567	0.61889	0.06451	0.41667	0.14773
binding_tox21-pxr-p1_300	rt_31_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	10	300	163,59,26,10,10,9,6,1,1,1	882,483,274,118,120,114,77,12,18,20	419	105	3.70284	0.5476	6.31048	0.77406	0.03478	0.61804	0.03037	0.40217	0.07115	3.72815	0.57568	6.30494	0.75083	0.08272	0.58886	0.05893	0.32558	0.15173
binding_tox21-pxr-p1_300	rt_32_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	12	300	174,78,35,15,13,11,7,2,2,2,1,1	990,604,350,175,134,130,84,21,31,37,18,20	419	105	4.39168	0.58035	7.62266	0.70142	0.03883	0.62529	0.03139	0.41935	0.07405	4.38968	0.59397	7.59142	0.56711	0.09516	0.58181	0.06056	0.31818	0.15079
binding_tox21-pxr-p1_300	rt_33_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	12	300	202,86,37,18,8,5,2,1,1,1,1,1	979,630,366,199,90,73,26,10,14,17,18,20	419	105	4.3373	0.55791	7.55879	0.76266	0.0369	0.62167	0.03159	0.41081	0.073	4.34043	0.57604	7.52878	0.75166	0.08596	0.58181	0.06056	0.31818	0.15079
binding_tox21-pxr-p1_300	rt_34_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	12	300	239,97,44,20,14,11,6,2,2,2,1,1	1231,729,438,224,145,131,66,21,31,37,18,20	419	105	4.37618	0.58057	7.59123	0.72349	0.03874	0.56389	0.02631	0.2809	0.06475	4.37404	0.59695	7.55419	0.75973	0.07509	0.52361	0.04519	0.18605	0.10837
binding_tox21-pxr-p1_300	rt_41_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	12	300	257,106,47,21,15,12,7,2,2,2,1,1	1340,807,469,238,162,149,84,21,31,37,18,20	419	105	4.34144	0.54592	7.59105	0.75494	0.03908	0.62891	0.03195	0.42781	0.07303	4.32026	0.54286	7.5548	0.80447	0.07128	0.58181	0.06056	0.31818	0.15079
binding_tox21-pxr-p1_400	rt_11_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	400	20,9,3,1,1,1,1	130,87,35,15,19,20,20	419	105	2.71378	0.58425	4.25907	0.65474	0.03452	0.60717	0.03087	0.37569	0.07371	2.74697	0.59904	4.29588	0.59031	0.07567	0.57415	0.05439	0.28571	0.15238
binding_tox21-pxr-p1_400	rt_12_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	10	400	64,22,11,3,7,7,5,1,1,1	423,192,119,39,73,76,58,12,18,20	419	105	3.79939	0.62885	6.34108	0.60761	0.02617	0.50725	0.00625	0.02857	0.02439	3.79717	0.63289	6.32857	0.471	0.06919	0.5	0	0	0
binding_tox21-pxr-p1_400	rt_13_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	6	400	89,29,13,7,2,1	381,208,127,77,30,20	419	105	2.46839	0.58963	3.75751	0.69973	0.03623	0.52365	0.01581	0.10738	0.05518	2.494	0.61699	3.75403	0.7094	0.09193	0.53003	0.04025	0.15385	0.13043
binding_tox21-pxr-p1_400	rt_14_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	12	400	102,50,22,11,5,3,1,1,1,1,1,1	528,358,216,122,45,36,8,10,14,17,18,20	419	105	4.21665	0.52141	7.39049	0.67648	0.03567	0.66877	0.03167	0.51515	0.06474	4.44154	0.65139	7.5803	0.61558	0.08811	0.60481	0.06786	0.4	0.13971
binding_tox21-pxr-p1_400	rt_21_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	10	400	84,31,14,4,8,8,6,1,1,1	544,274,152,53,91,94,77,12,18,20	419	105	3.74928	0.5849	6.32876	0.66554	0.03767	0.60717	0.03087	0.37569	0.07371	3.75627	0.59875	6.31505	0.48032	0.09413	0.57415	0.05439	0.28571	0.15238
binding_tox21-pxr-p1_400	rt_22_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	400	109,38,16,8,3,2,1	504,291,160,91,48,39,19	419	105	2.73788	0.56463	4.34648	0.75734	0.0374	0.61442	0.02991	0.39344	0.07109	2.75144	0.57506	4.35276	0.74606	0.08542	0.58886	0.05893	0.32558	0.15173
binding_tox21-pxr-p1_400	rt_23_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	12	400	122,59,25,12,6,4,2,1,1,1,1,1	647,436,247,136,62,54,26,10,14,17,18,20	419	105	4.35508	0.57158	7.56701	0.612	0.04447	0.63076	0.03277	0.43386	0.07203	4.36887	0.59652	7.54469	0.60481	0.08708	0.58181	0.06056	0.31818	0.15079
binding_tox21-pxr-p1_400	rt_24_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	10	400	153,51,24,10,9,8,5,1,1,1	800,398,244,115,102,96,58,12,18,20	419	105	3.74664	0.5841	6.32509	0.70696	0.03679	0.56014	0.02467	0.25731	0.06481	3.7276	0.56767	6.31985	0.715	0.08861	0.55944	0.04697	0.2439	0.13509
binding_tox21-pxr-p1_400	rt_25_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	12	400	160,70,32,14,12,10,6,2,2,2,1,1	904,535,319,161,117,112,66,21,31,37,18,20	419	105	4.38932	0.60435	7.56994	0.65675	0.03764	0.55632	0.02173	0.2236	0.06604	4.38277	0.60733	7.55089	0.55033	0.09385	0.56649	0.05023	0.25	0.14171
binding_tox21-pxr-p1_400	rt_26_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	12	400	190,79,35,18,7,4,1,1,1,1,1,1	891,559,338,195,73,55,8,10,14,17,18,20	419	105	4.36561	0.5736	7.58402	0.72756	0.03718	0.57654	0.0264	0.31111	0.06607	4.3617	0.59198	7.53943	0.74379	0.0833	0.57477	0.06125	0.31111	0.14815
binding_tox21-pxr-p1_400	rt_31_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	10	400	173,60,27,11,10,9,6,1,1,1	921,480,277,129,120,114,77,12,18,20	419	105	3.7201	0.55014	6.33992	0.76176	0.03728	0.62891	0.03126	0.42781	0.0725	3.72879	0.56766	6.32225	0.76864	0.0803	0.58181	0.06056	0.31818	0.15079
binding_tox21-pxr-p1_400	rt_32_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	12	400	180,79,35,15,13,11,7,2,2,2,1,1	1023,613,350,175,134,130,84,21,31,37,18,20	419	105	4.36889	0.5695	7.59877	0.64069	0.04191	0.62529	0.03156	0.41935	0.07507	4.37783	0.59494	7.56577	0.52734	0.10144	0.58181	0.06056	0.31818	0.15079
binding_tox21-pxr-p1_400	rt_33_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	12	400	210,88,38,19,8,5,2,1,1,1,1,1	1010,637,369,209,90,73,26,10,14,17,18,20	419	105	4.33723	0.5524	7.56965	0.75373	0.03926	0.60717	0.02872	0.37569	0.06855	4.32962	0.56193	7.53538	0.7763	0.07753	0.58886	0.05893	0.32558	0.15173
binding_tox21-pxr-p1_400	rt_34_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	12	400	248,99,45,21,14,11,6,2,2,2,1,1	1267,736,441,234,145,131,66,21,31,37,18,20	419	105	4.39872	0.59091	7.61562	0.67923	0.03902	0.54558	0.0224	0.20732	0.06412	4.39177	0.60167	7.58019	0.71065	0.08644	0.54474	0.04285	0.2	0.11681
binding_tox21-pxr-p1_400	rt_41_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	12	400	268,108,48,22,15,12,7,2,2,2,1,1	1386,814,472,248,162,149,84,21,31,37,18,20	419	105	4.35159	0.54567	7.61185	0.75183	0.03901	0.63076	0.03277	0.43386	0.07203	4.35527	0.56737	7.57581	0.74068	0.08982	0.58181	0.06056	0.31818	0.15079
binding_tox21-pxr-p1_500	rt_11_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	500	35,13,4,1,1,1,1	223,123,47,15,19,20,20	419	105	2.73211	0.58923	4.28577	0.64734	0.03641	0.60895	0.02936	0.37778	0.07227	2.76601	0.60301	4.326	0.60398	0.06793	0.57415	0.05439	0.28571	0.15238
binding_tox21-pxr-p1_500	rt_12_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	10	500	68,22,11,3,7,7,5,1,1,1	450,192,119,39,73,76,58,12,18,20	419	105	3.80038	0.62987	6.34102	0.53679	0.02838	0.5	0	0	0	3.79478	0.63298	6.3236	0.42295	0.0672	0.5	0	0	0
binding_tox21-pxr-p1_500	rt_13_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	6	500	100,35,14,7,2,1	421,244,138,77,30,20	419	105	2.46153	0.58389	3.75528	0.70076	0.03716	0.55658	0.02402	0.25434	0.06188	2.47164	0.60161	3.74007	0.70588	0.08598	0.5377	0.04568	0.19512	0.11813
binding_tox21-pxr-p1_500	rt_14_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	12	500	114,53,24,12,5,3,1,1,1,1,1,1	591,382,231,132,45,36,8,10,14,17,18,20	419	105	4.2207	0.52166	7.39808	0.69414	0.0368	0.67964	0.03226	0.53731	0.06522	4.38309	0.61621	7.53375	0.61392	0.09142	0.60481	0.06786	0.4	0.13971
binding_tox21-pxr-p1_500	rt_21_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	10	500	103,35,15,4,8,8,6,1,1,1	657,308,163,53,91,94,77,12,18,20	419	105	3.76425	0.59147	6.34556	0.71841	0.03314	0.59446	0.02847	0.34091	0.07328	3.76397	0.60287	6.3222	0.55696	0.09196	0.57415	0.05439	0.28571	0.15238
binding_tox21-pxr-p1_500	rt_22_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	7	500	135,48,18,8,3,2,1	631,363,182,91,48,39,19	419	105	2.73602	0.56582	4.34039	0.77486	0.03771	0.61989	0.03089	0.4086	0.07179	2.78707	0.60435	4.36544	0.75476	0.08256	0.58181	0.06056	0.31818	0.15079
binding_tox21-pxr-p1_500	rt_23_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	12	500	147,65,28,13,6,4,2,1,1,1,1,1	783,486,273,146,62,54,26,10,14,17,18,20	419	105	4.33982	0.56713	7.54536	0.60833	0.04388	0.63616	0.03137	0.44444	0.07113	4.35969	0.59418	7.53101	0.63111	0.08695	0.58181	0.06056	0.31818	0.15079
binding_tox21-pxr-p1_500	rt_24_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	10	500	168,57,25,10,9,8,5,1,1,1	867,434,255,115,102,96,58,12,18,20	419	105	3.75041	0.58497	6.33088	0.70916	0.03636	0.56185	0.02446	0.2515	0.06557	3.7465	0.58667	6.31966	0.70671	0.08998	0.54474	0.04285	0.2	0.11681
binding_tox21-pxr-p1_500	rt_25_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	12	500	176,73,34,15,12,10,6,2,2,2,1,1	994,559,334,171,117,112,66,21,31,37,18,20	419	105	4.42979	0.62577	7.60805	0.67685	0.03779	0.5	0	0	0	4.43004	0.63545	7.58918	0.54246	0.0979	0.5	0	0	0
binding_tox21-pxr-p1_500	rt_26_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	12	500	213,88,38,19,7,4,1,1,1,1,1,1	994,619,364,205,73,55,8,10,14,17,18,20	419	105	4.39194	0.59271	7.59846	0.69383	0.03828	0.51087	0.00926	0.04255	0.03571	4.33582	0.56518	7.54128	0.74606	0.08365	0.51471	0.01389	0.05714	0.05263
binding_tox21-pxr-p1_500	rt_31_ps_5_re_0_st_0_xs_20_al_0.5_ld_1e-04	10	500	203,70,29,11,10,9,6,1,1,1	1074,550,299,129,120,114,77,12,18,20	419	105	3.69531	0.54147	6.30768	0.75481	0.03872	0.63978	0.03199	0.45263	0.07151	3.70426	0.54823	6.31207	0.81048	0.06775	0.58181	0.06056	0.31818	0.15079
